customer_id,age,tenure_months,monthly_charges,service_type,payment_method,contract_type,tech_support,internet_service,churn
CUST0339,69,15.0,97.37,Basic,Electronic Check,Month-to-month,Yes,None,1
CUST0340,28,69.0,106.55,Basic,Electronic Check,One year,No,Fiber,1
CUST0341,62,46.0,93.94,Premium,Bank Transfer,Two year,No,DSL,1
CUST0342,40,21.0,100.09,Basic,Electronic Check,Month-to-month,No,DSL,1
CUST0343,41,45.0,24.9,Standard,Bank Transfer,Month-to-month,No,None,0
CUST0344,55,38.0,43.45,Basic,Mailed Check,Month-to-month,No,DSL,1
CUST0345,52,66.0,82.19,Standard,Bank Transfer,Month-to-month,No,DSL,1
CUST0346,42,19.0,105.81,Basic,Electronic Check,One year,No,Fiber,1
CUST0347,75,72.0,20.45,Standard,Credit Card,Month-to-month,No,Fiber,1
CUST0348,28,68.0,71.46,Basic,Electronic Check,Month-to-month,No,Fiber,1
CUST0349,23,14.0,87.73,Premium,Credit Card,One year,No,DSL,1
CUST0350,19,12.0,22.96,Premium,Electronic Check,One year,Yes,None,1
CUST0351,65,39.0,60.14,Basic,Bank Transfer,One year,No,DSL,1
CUST0352,41,4.0,109.56,Basic,Mailed Check,One year,Yes,DSL,1
CUST0353,43,22.0,87.16,Basic,Credit Card,One year,No,DSL,1
CUST0354,55,32.0,43.77,Standard,Electronic Check,One year,No,DSL,1
CUST0355,43,70.0,105.28,Basic,Electronic Check,One year,No,DSL,1
CUST0356,51,72.0,54.8,Premium,Mailed Check,Month-to-month,No,DSL,1
CUST0357,21,11.0,105.33,Premium,Bank Transfer,One year,No,DSL,1
CUST0358,27,65.0,49.89,Premium,Credit Card,Month-to-month,Yes,Fiber,0
CUST0359,72,7.0,79.03,Standard,Credit Card,Month-to-month,Yes,None,1
CUST0360,44,54.0,59.69,Premium,Credit Card,Month-to-month,Yes,DSL,0
CUST0361,27,61.0,47.48,Basic,Electronic Check,Two year,No,DSL,0
CUST0362,39,65.0,108.66,Standard,Mailed Check,One year,No,None,1
CUST0363,37,17.0,38.76,Basic,Mailed Check,Month-to-month,Yes,None,1
CUST0364,33,65.0,28.48,Premium,Credit Card,One year,No,Fiber,1
CUST0365,35,9.0,54.19,Standard,Electronic Check,Month-to-month,No,DSL,1
CUST0366,60,38.0,91.76,Premium,Mailed Check,One year,No,Fiber,1
CUST0367,24,34.0,100.74,Basic,Mailed Check,Two year,No,DSL,1
CUST0368,35,23.0,119.87,Premium,Bank Transfer,One year,Yes,DSL,1
CUST0369,45,2.0,49.64,Standard,Credit Card,One year,No,Fiber,1
CUST0370,49,56.0,60.79,Standard,Electronic Check,Month-to-month,No,Fiber,1
CUST0371,69,25.0,33.68,Premium,Credit Card,Month-to-month,Yes,Fiber,1
CUST0372,71,48.0,77.49,Standard,Credit Card,Two year,No,Fiber,0
CUST0373,35,30.0,119.76,Standard,Mailed Check,One year,No,DSL,1
CUST0374,49,27.0,90.09,Standard,Mailed Check,Month-to-month,No,DSL,1
CUST0375,19,64.0,79.52,Basic,Mailed Check,Month-to-month,No,Fiber,0
CUST0376,53,7.0,59.24,Basic,Electronic Check,Month-to-month,No,None,1
CUST0377,26,54.0,111.53,Basic,Credit Card,Month-to-month,Yes,DSL,1
CUST0378,22,54.0,69.69,Basic,Credit Card,Month-to-month,No,Fiber,1
CUST0379,56,28.0,33.44,Premium,Credit Card,Month-to-month,No,DSL,1
CUST0380,28,19.0,56.54,Standard,Electronic Check,Two year,Yes,DSL,1
CUST0381,45,1.0,26.72,Standard,Credit Card,Month-to-month,Yes,Fiber,1
CUST0382,23,68.0,40.2,Standard,Electronic Check,Month-to-month,Yes,DSL,0
CUST0383,61,69.0,21.77,Standard,Credit Card,Month-to-month,No,Fiber,1
CUST0384,62,18.0,65.33,Standard,Electronic Check,Month-to-month,No,Fiber,0
CUST0385,51,3.0,83.45,Premium,Credit Card,Two year,No,DSL,1
CUST0386,66,9.0,54.33,Premium,Credit Card,Month-to-month,Yes,DSL,1
CUST0387,43,5.0,62.04,Standard,Bank Transfer,One year,Yes,DSL,1
CUST0388,28,60.0,115.92,Basic,Bank Transfer,Two year,No,None,0
CUST0389,26,65.0,95.2,Standard,Mailed Check,Month-to-month,No,Fiber,1
CUST0390,30,12.0,74.09,Standard,Credit Card,One year,No,Fiber,1
CUST0391,29,54.0,48.45,Standard,Bank Transfer,Two year,No,DSL,0
CUST0392,36,13.0,109.7,Standard,Electronic Check,Month-to-month,No,Fiber,1
CUST0393,30,27.0,43.51,Standard,Electronic Check,Month-to-month,No,DSL,1
CUST0394,52,44.0,52.53,Basic,Bank Transfer,Two year,No,Fiber,1
CUST0395,26,52.0,110.91,Basic,Credit Card,Two year,No,Fiber,1
CUST0396,54,63.0,72.95,Standard,Bank Transfer,Month-to-month,Yes,Fiber,0
CUST0397,37,4.0,94.23,Basic,Electronic Check,One year,Yes,DSL,1
CUST0398,57,15.0,79.07,Basic,Credit Card,Month-to-month,No,DSL,1
CUST0399,47,21.0,85.34,Standard,Bank Transfer,Two year,Yes,DSL,1
CUST0400,70,23.0,49.94,Standard,Bank Transfer,Month-to-month,Yes,Fiber,1
CUST0401,43,72.0,44.14,Basic,Electronic Check,Month-to-month,No,None,1
CUST0402,35,56.0,52.25,Standard,Bank Transfer,One year,Yes,DSL,1
CUST0403,52,24.0,35.54,Premium,Electronic Check,Two year,No,Fiber,0
CUST0404,56,70.0,107.43,Basic,Bank Transfer,Two year,No,Fiber,0
CUST0405,43,36.0,48.32,Premium,Electronic Check,Month-to-month,No,DSL,1
CUST0406,50,37.0,76.15,Premium,Credit Card,Month-to-month,No,DSL,1
CUST0407,45,32.0,99.2,Standard,Credit Card,Two year,Yes,DSL,0
CUST0408,35,11.0,98.38,Standard,Bank Transfer,Two year,No,Fiber,1
CUST0409,36,68.0,63.84,Basic,Electronic Check,Month-to-month,Yes,Fiber,1
CUST0410,70,2.0,67.63,Premium,Mailed Check,One year,No,Fiber,0
CUST0411,57,13.0,119.47,Standard,Bank Transfer,Month-to-month,Yes,None,1
CUST0412,23,17.0,87.46,Premium,Bank Transfer,Month-to-month,Yes,Fiber,1
CUST0413,73,21.0,101.46,Standard,Mailed Check,Month-to-month,No,None,1
CUST0414,59,10.0,110.26,Basic,Credit Card,Month-to-month,No,Fiber,1
CUST0415,20,2.0,98.76,Basic,Bank Transfer,Month-to-month,No,None,1
CUST0416,60,49.0,38.52,Standard,Bank Transfer,Two year,No,None,0
CUST0417,52,70.0,76.22,Standard,Electronic Check,Month-to-month,Yes,Fiber,1
CUST0418,71,9.0,30.19,Basic,Electronic Check,Month-to-month,No,None,1
CUST0419,46,22.0,85.29,Standard,Electronic Check,Month-to-month,Yes,None,1
CUST0420,48,37.0,115.53,Premium,Mailed Check,Month-to-month,Yes,Fiber,1
CUST0421,36,67.0,71.27,Standard,Credit Card,Month-to-month,Yes,Fiber,1
CUST0422,36,50.0,63.3,Standard,Credit Card,One year,Yes,Fiber,0
CUST0423,53,56.0,23.58,Basic,Credit Card,Month-to-month,Yes,None,0
CUST0424,66,42.0,115.98,Premium,Credit Card,One year,No,Fiber,0
CUST0425,69,31.0,30.3,Basic,Bank Transfer,Two year,Yes,None,1
CUST0426,62,15.0,24.11,Premium,Bank Transfer,Month-to-month,Yes,Fiber,1
CUST0427,53,63.0,44.61,Standard,Credit Card,Two year,No,None,1
CUST0428,47,58.0,26.55,Standard,Electronic Check,Two year,Yes,DSL,0
CUST0429,37,2.0,65.51,Basic,Bank Transfer,Two year,No,Fiber,1
CUST0430,62,52.0,71.61,Basic,Credit Card,One year,No,Fiber,1
CUST0431,36,7.0,51.26,Premium,Electronic Check,One year,No,None,1
CUST0432,33,54.0,25.1,Standard,Electronic Check,One year,No,None,0
CUST0433,68,60.0,31.16,Standard,Electronic Check,One year,Yes,Fiber,0
CUST0434,52,10.0,58.45,Premium,Electronic Check,Month-to-month,Yes,Fiber,1
CUST0435,38,32.0,26.05,Premium,Electronic Check,Two year,No,DSL,0
CUST0436,68,9.0,89.82,Premium,Bank Transfer,One year,No,None,1
CUST0437,73,41.0,40.7,Basic,Credit Card,One year,No,DSL,1
CUST0438,36,67.0,50.21,Standard,Electronic Check,Month-to-month,Yes,Fiber,0
CUST0439,48,6.0,59.41,Premium,Bank Transfer,Month-to-month,No,Fiber,1
CUST0440,46,29.0,61.66,Standard,Bank Transfer,Month-to-month,No,Fiber,1
CUST0441,58,71.0,20.17,Basic,Bank Transfer,Month-to-month,Yes,DSL,0
CUST0442,73,22.0,31.21,Premium,Credit Card,Month-to-month,Yes,DSL,1
CUST0443,49,10.0,106.28,Standard,Credit Card,Month-to-month,No,None,1
CUST0444,64,36.0,20.12,Standard,Bank Transfer,Month-to-month,Yes,Fiber,1
CUST0445,52,37.0,70.82,Premium,Electronic Check,Month-to-month,No,DSL,1
CUST0446,69,48.0,68.95,Standard,Mailed Check,Month-to-month,No,Fiber,0
CUST0447,41,23.0,53.31,Standard,Bank Transfer,Two year,No,DSL,0
CUST0448,40,69.0,63.13,Standard,Mailed Check,Month-to-month,No,None,1
CUST0449,42,38.0,98.06,Standard,Bank Transfer,Month-to-month,No,DSL,1
CUST0450,75,21.0,104.12,Basic,Mailed Check,Month-to-month,Yes,DSL,1
CUST0451,53,70.0,46.03,Premium,Mailed Check,Month-to-month,Yes,DSL,1
CUST0452,26,67.0,52.25,Premium,Bank Transfer,Month-to-month,No,Fiber,0
CUST0453,20,36.0,44.25,Basic,Electronic Check,One year,No,Fiber,1
CUST0454,48,2.0,67.99,Basic,Mailed Check,Two year,Yes,Fiber,1
CUST0455,64,43.0,88.33,Premium,Mailed Check,Month-to-month,Yes,Fiber,1
CUST0456,45,40.0,42.83,Basic,Mailed Check,,Yes,DSL,0
CUST0457,50,11.0,53.07,Standard,Electronic Check,Month-to-month,Yes,DSL,1
CUST0458,64,46.0,113.04,Standard,Bank Transfer,Month-to-month,Yes,DSL,1
CUST0459,47,61.0,24.86,Standard,Electronic Check,Month-to-month,No,None,1
CUST0460,70,8.0,66.08,Basic,Electronic Check,Month-to-month,Yes,DSL,1
CUST0461,55,53.0,91.16,Standard,Electronic Check,One year,No,None,1
CUST0462,60,11.0,35.05,Standard,Credit Card,One year,No,DSL,0
CUST0463,63,54.0,24.74,Standard,Electronic Check,One year,Yes,DSL,0
CUST0464,54,31.0,33.82,Basic,Bank Transfer,Month-to-month,No,DSL,1
CUST0465,20,1.0,111.88,Standard,Electronic Check,One year,No,DSL,1
CUST0466,42,70.0,20.93,Standard,Bank Transfer,Month-to-month,No,Fiber,0
CUST0467,26,12.0,38.83,Basic,Electronic Check,Month-to-month,Yes,Fiber,1
CUST0468,47,43.0,23.13,Basic,Electronic Check,Month-to-month,Yes,DSL,1
CUST0469,26,14.0,31.06,Basic,Credit Card,One year,Yes,Fiber,0
CUST0470,47,68.0,82.01,Basic,Credit Card,Two year,No,Fiber,0
CUST0471,37,54.0,44.16,Basic,Credit Card,Month-to-month,No,None,1
CUST0472,19,58.0,76.92,Premium,Mailed Check,One year,No,None,1
CUST0473,25,32.0,79.02,Standard,Electronic Check,One year,No,Fiber,1
CUST0474,47,34.0,104.94,Premium,Credit Card,Two year,No,None,1
CUST0475,22,46.0,20.47,Premium,Bank Transfer,Month-to-month,No,Fiber,1
CUST0476,67,57.0,105.34,Basic,Bank Transfer,One year,Yes,Fiber,1
CUST0477,62,61.0,81.91,Standard,Credit Card,One year,No,Fiber,1
CUST0478,59,2.0,36.27,Premium,Mailed Check,Two year,No,DSL,1
CUST0479,27,48.0,97.29,Standard,Electronic Check,Month-to-month,Yes,Fiber,1
CUST0480,64,8.0,105.55,Standard,Bank Transfer,Two year,No,None,1
CUST0481,54,21.0,45.43,Standard,Mailed Check,Month-to-month,No,DSL,0
CUST0482,40,60.0,111.88,Basic,Credit Card,Two year,Yes,None,1
CUST0483,18,19.0,65.45,Standard,Mailed Check,Month-to-month,No,None,1
CUST0484,48,58.0,80.34,Premium,Bank Transfer,Month-to-month,Yes,DSL,0
CUST0485,64,34.0,118.46,Premium,Electronic Check,Month-to-month,Yes,Fiber,0
CUST0486,19,17.0,56.15,Basic,Mailed Check,Month-to-month,Yes,None,1
CUST0487,21,25.0,101.32,Standard,Credit Card,Month-to-month,No,None,1
CUST0488,40,39.0,51.84,Basic,Electronic Check,Month-to-month,No,DSL,1
CUST0489,47,56.0,99.92,Premium,Mailed Check,Month-to-month,Yes,DSL,0
CUST0490,45,44.0,80.07,Basic,Bank Transfer,Month-to-month,Yes,Fiber,1
CUST0491,42,68.0,41.64,Premium,Bank Transfer,One year,Yes,DSL,0
CUST0492,32,63.0,61.4,Premium,Electronic Check,Two year,Yes,DSL,0
CUST0493,21,55.0,51.76,Basic,Credit Card,One year,No,DSL,0
CUST0494,19,44.0,27.81,Basic,Bank Transfer,Month-to-month,No,DSL,0
CUST0495,23,21.0,22.98,Premium,Credit Card,Month-to-month,No,Fiber,1
CUST0496,58,30.0,54.65,Basic,Electronic Check,Two year,No,Fiber,1
CUST0497,63,9.0,21.9,Standard,Credit Card,Month-to-month,No,Fiber,1
CUST0498,43,27.0,36.55,Premium,Credit Card,Month-to-month,Yes,Fiber,1
CUST0499,22,67.0,92.52,Standard,Electronic Check,Two year,Yes,Fiber,1
CUST0500,42,31.0,90.81,Standard,Credit Card,Two year,No,DSL,0
CUST0501,75,9.0,93.86,Standard,Electronic Check,Month-to-month,No,DSL,1
CUST0502,32,47.0,51.72,Basic,Credit Card,One year,No,DSL,1
CUST0503,46,70.0,109.0,Premium,Mailed Check,Month-to-month,No,DSL,1
CUST0504,49,63.0,79.38,Basic,Electronic Check,One year,No,DSL,1
CUST0505,37,20.0,32.6,Basic,Bank Transfer,Month-to-month,No,DSL,1
CUST0506,43,33.0,34.37,Basic,Mailed Check,Month-to-month,No,DSL,1
CUST0507,45,39.0,89.31,Premium,Credit Card,One year,Yes,Fiber,1
CUST0508,45,18.0,37.29,Basic,Bank Transfer,Month-to-month,Yes,Fiber,1
CUST0509,59,20.0,70.73,Premium,Bank Transfer,One year,Yes,None,1
CUST0510,51,18.0,119.18,Standard,Electronic Check,Month-to-month,Yes,Fiber,1
CUST0511,21,72.0,20.4,Premium,Bank Transfer,Two year,No,Fiber,0
CUST0512,18,54.0,21.66,Premium,Credit Card,Two year,No,DSL,0
CUST0513,41,61.0,119.31,Premium,Bank Transfer,Month-to-month,No,Fiber,1
CUST0514,70,59.0,78.46,Premium,Credit Card,One year,No,DSL,0
CUST0515,20,70.0,32.69,Basic,Credit Card,Month-to-month,Yes,Fiber,0
CUST0516,22,8.0,109.73,Premium,Credit Card,Month-to-month,No,Fiber,1
CUST0517,57,64.0,108.04,Standard,Credit Card,Month-to-month,No,Fiber,1
CUST0518,44,5.0,73.62,Standard,Bank Transfer,Two year,Yes,DSL,1
CUST0519,31,35.0,82.18,Premium,Electronic Check,Two year,Yes,Fiber,1
CUST0520,30,43.0,47.32,Premium,Credit Card,Two year,Yes,None,0
CUST0521,56,26.0,25.05,Standard,Electronic Check,Two year,Yes,Fiber,1
CUST0522,48,11.0,79.46,Standard,Bank Transfer,Two year,No,Fiber,1
CUST0523,55,14.0,49.48,Standard,Bank Transfer,Month-to-month,No,Fiber,1
CUST0524,34,60.0,86.36,Standard,Bank Transfer,Two year,No,DSL,1
CUST0525,48,23.0,103.62,Standard,Credit Card,One year,Yes,Fiber,1
CUST0526,67,23.0,21.82,Standard,Credit Card,Month-to-month,No,Fiber,1
CUST0527,36,67.0,79.57,Basic,Electronic Check,One year,No,DSL,0
CUST0528,40,11.0,43.13,Basic,Credit Card,Month-to-month,Yes,DSL,1
CUST0529,27,66.0,107.39,Premium,Credit Card,Month-to-month,No,None,1
CUST0530,55,67.0,45.37,Standard,Electronic Check,Month-to-month,No,Fiber,1
CUST0531,19,44.0,81.08,Premium,Bank Transfer,Month-to-month,No,Fiber,1
CUST0532,32,12.0,75.35,Standard,Credit Card,Month-to-month,Yes,Fiber,1
CUST0533,59,12.0,59.62,Basic,Credit Card,Two year,No,Fiber,1
CUST0534,19,21.0,87.76,Basic,Credit Card,One year,Yes,Fiber,1
CUST0535,75,42.0,92.58,Basic,Bank Transfer,Month-to-month,Yes,DSL,0
CUST0536,41,12.0,76.69,Premium,Electronic Check,Month-to-month,Yes,Fiber,1
CUST0537,41,33.0,95.84,Basic,Mailed Check,Month-to-month,No,Fiber,1
CUST0538,49,9.0,118.34,Standard,Bank Transfer,Month-to-month,Yes,DSL,1
CUST0539,55,39.0,61.93,Premium,Electronic Check,Two year,No,Fiber,1
CUST0540,44,2.0,71.46,Premium,Electronic Check,Month-to-month,Yes,DSL,1
CUST0541,69,52.0,21.25,Basic,Credit Card,One year,No,Fiber,1
CUST0542,73,4.0,99.6,Basic,Electronic Check,One year,No,Fiber,1
CUST0543,29,15.0,72.02,Basic,Electronic Check,One year,No,Fiber,1
CUST0544,58,13.0,60.8,Basic,Mailed Check,Two year,Yes,Fiber,1
CUST0545,35,60.0,29.41,Basic,Mailed Check,Month-to-month,Yes,None,1
CUST0546,75,4.0,108.97,Standard,Bank Transfer,Two year,No,Fiber,1
CUST0547,32,31.0,59.5,Premium,Credit Card,One year,Yes,Fiber,1
CUST0548,35,43.0,88.26,Standard,Credit Card,One year,No,Fiber,1
CUST0549,59,38.0,34.94,Standard,Bank Transfer,One year,No,DSL,0
CUST0550,63,50.0,116.15,Basic,Credit Card,Two year,No,DSL,1
CUST0551,25,58.0,37.84,Premium,Mailed Check,Two year,No,Fiber,0
CUST0552,50,29.0,39.95,Standard,Bank Transfer,Month-to-month,No,DSL,1
CUST0553,38,60.0,105.9,Premium,Credit Card,Two year,Yes,Fiber,1
CUST0554,53,23.0,111.26,Premium,Electronic Check,One year,No,Fiber,1
CUST0555,50,71.0,41.21,Basic,Credit Card,Month-to-month,Yes,Fiber,0
CUST0556,75,37.0,66.98,Basic,Credit Card,Two year,No,DSL,1
CUST0557,72,53.0,93.35,Basic,Mailed Check,Month-to-month,Yes,None,1
CUST0558,55,64.0,107.84,Standard,Credit Card,One year,Yes,Fiber,0
CUST0559,57,58.0,57.91,Premium,Bank Transfer,Month-to-month,No,Fiber,1
CUST0560,70,62.0,71.7,Standard,Bank Transfer,Month-to-month,Yes,DSL,0
CUST0561,28,39.0,94.17,Premium,Mailed Check,Two year,Yes,Fiber,1
CUST0562,60,4.0,93.11,Standard,Credit Card,Month-to-month,No,DSL,1
CUST0563,62,36.0,98.3,Basic,Credit Card,Month-to-month,Yes,Fiber,1
CUST0564,25,14.0,76.99,Basic,Bank Transfer,Month-to-month,No,DSL,1
CUST0565,69,65.0,30.46,Standard,Credit Card,Month-to-month,Yes,None,0
CUST0566,58,18.0,110.4,Standard,Mailed Check,Two year,Yes,DSL,1
CUST0567,38,17.0,106.56,Standard,Credit Card,Two year,Yes,Fiber,1
CUST0568,46,18.0,99.81,Basic,Mailed Check,Month-to-month,No,DSL,1
CUST0569,46,47.0,29.99,Standard,Credit Card,One year,No,Fiber,1
CUST0570,71,42.0,40.44,Basic,Credit Card,Month-to-month,Yes,Fiber,1
CUST0571,74,69.0,94.36,Premium,Mailed Check,One year,No,Fiber,0
CUST0572,64,30.0,22.31,Basic,Credit Card,Month-to-month,No,DSL,1
CUST0573,55,21.0,117.92,Basic,Credit Card,Month-to-month,No,DSL,1
CUST0574,24,4.0,57.71,Standard,Mailed Check,Month-to-month,No,DSL,1
CUST0575,71,1.0,91.93,Standard,Credit Card,One year,No,None,1
CUST0576,25,27.0,108.76,Standard,Credit Card,Month-to-month,No,Fiber,1
CUST0577,27,67.0,59.46,Standard,Mailed Check,Month-to-month,No,DSL,1
CUST0578,22,38.0,51.91,Premium,Bank Transfer,Two year,No,None,1
CUST0579,72,65.0,80.87,Standard,Credit Card,One year,Yes,DSL,0
CUST0580,46,8.0,78.1,Standard,Bank Transfer,Month-to-month,Yes,Fiber,1
CUST0581,31,7.0,60.91,Standard,Credit Card,Two year,No,Fiber,1
CUST0582,22,61.0,80.18,Basic,Bank Transfer,Two year,Yes,None,1
CUST0583,41,8.0,113.54,Standard,Electronic Check,Month-to-month,Yes,Fiber,1
CUST0584,59,4.0,66.76,Basic,Bank Transfer,One year,Yes,Fiber,1
CUST0585,75,30.0,39.67,Standard,Electronic Check,Month-to-month,Yes,None,0
CUST0586,50,67.0,57.72,Basic,Credit Card,One year,No,DSL,1
CUST0587,53,50.0,59.41,Premium,Credit Card,Month-to-month,No,None,1
CUST0588,66,8.0,33.11,Standard,Credit Card,One year,No,None,1
CUST0589,70,61.0,36.29,Premium,Electronic Check,Month-to-month,Yes,None,1
CUST0590,34,61.0,88.46,Standard,Credit Card,Month-to-month,No,DSL,1
CUST0591,75,58.0,53.95,Basic,Credit Card,Two year,No,DSL,0
CUST0592,48,65.0,115.49,Premium,Mailed Check,Month-to-month,No,Fiber,1
CUST0593,71,18.0,44.36,Standard,Electronic Check,Two year,No,Fiber,1
CUST0594,24,71.0,29.89,Premium,Bank Transfer,Two year,No,Fiber,1
CUST0595,23,24.0,95.35,Standard,Mailed Check,Two year,No,None,1
CUST0596,69,58.0,108.1,Standard,Credit Card,Month-to-month,No,Fiber,1
CUST0597,57,42.0,47.81,Premium,Bank Transfer,Two year,No,DSL,0
CUST0598,28,57.0,40.21,Standard,Credit Card,Month-to-month,No,Fiber,1
CUST0599,69,46.0,38.58,Basic,Bank Transfer,Month-to-month,No,DSL,0
CUST0600,23,47.0,72.2,Standard,Bank Transfer,Two year,Yes,DSL,1
